,ISBN,Book_Title,Description
242232,0743484797,Wither's Legacy,"In WITHER and WITHER'S RAIN, Elizabeth Wither, the leader of a murderous coven of witches, terrorized the town of Windale with her evil magic. Only the courage and wits of teenage witch Wendy Ward could dispel Wither's wicked curse. After destroying Wither a second time, Wendy thought the ancient evil was defeated. She was wrong. As Elizabeth Wither took her dying breath, she cursed Wendy. In WITHER'S LEGACY, the curse awakens a demon that has one goal: destroy Wendy Ward. Now the young Wiccan must hone her supernatural gifts and, with her friends Kayla and Hannah, defeat Wither's black magic once more. But it won't be easy. Wendy has faced witches before in human form, but her new nemesis is a seven-foot-tall monster with razor-sharp fangs and a taste for human blood. The wendigo won't be satisfied until Wendy is dead."
242234,0877952612,Labors of Love,"With two children, a summer home on Cape Cod, a wife at Harvard Business School, an inability to write the Great American Novel, and a long-term mistress in Cincinnati pressing him to divorce, textbook editor Troy Slater must confront his precarious exist"
242235,0451191048,Damned in Paradise,"In 1932 Hawaii, beautiful socialite Thalia Massie has been raped, and accuses a group of island natives of the crime. When one of the natives is murdered, presumably in revenge for this crime, members of Massie's family are arrested and placed on trial. While Darrow defends the Massie family in one of the most controversial trials of the century, Heller works to uncover what really happened in an environment rife with racial tension and intrigue! Nominated for Shamus Award."
242237,0670838772,Putting on the Ritz,"The witty duo from Blue Heaven invade the entourage of a tasteless real estate/media magnate, attempt to turn his talentless wife into a chanteuse, and vie for the affections of a suave magazine editor, in this deftly delicious comedy of bad manners, financial skullduggery, and romantic infighting."
242239,0380751410,Talking Man,"Delighted by the world he dreamed into existence, Talking Man, a godlike immortal, takes up residence in his creation as a Kentucky mechanic, but Dgene, Talking Man's dream-sister, tries to terminate the dream, by the author of ""Wyrldmaker"""
242240,0446403717,The Seacoast of Bohemia,"Hired by a wealthy woman to find the young son that was kidnapped four years earlier, former French policeman Henri Castang ventures into Czechoslovakia, where he finds a connection between the boy and an ex-SS officer. Reprint."
242241,1881515249,Editing Sky,"1999 Texas Review Poetry Prize Winner Editing Sky I think of your Apache mother rubbing you raw with whitewash & pumice. In trying to bleach herself out of your smooth tailored skin, you became an even redder half-Irish. Even before then, blood had welled around your high cheekbone firmly pressed to the hardwood stock, lightly butted with the single shot from a small bore Twenty-two. Your first buck's last leap..."
242242,096660217X,The Unseen,A series of crimes is linked by one common denominator! None of the surveillance cameras reveals the assailant. It's tough to catch a killer you can't see. This is the third book in the Chase Dagger Series.
242243,0440414636,The Schernoff Discoveries,"Harold Schernoff, 14-year-old science whiz and social nerd, has a theory for every problem, from dating, to bullies, to making money, to sports, to how to buy a car when you're underage. When he and his buddy team up to put his theories to the test, nothing goes according to plan. A ski lesson becomes: Mass x Acceleration x Slope of hill = eeeAAGGHHH. As for first dates, only Harold could mastermind such disaster. Only Harold could go fishing and get caught by the fish. And only Gary Paulsen could write such a wonderfully funny story of friendship."
242244,0590685236,Return to Ghost Camp,"While at Camp Spirit Moon, the campers hear the tale of the Snatcher, an evil phantom who steals one camper from the grounds every year, and so take heed of the warnings they are given. Original."
242245,0590685228,Horrors of the Black Ring,"Having found a lost ring at school, Beth's teacher suddenly begins to act frighteningly strange, yet when the ring gets lost again and is found by Beth, it becomes apparent that the ring has an evil force attached to it as Beth begins to act oddly as well. Original."
242247,0374521913,The End of it,An and-war novel about an American lieutenant fighting in ravaged Italy during World War II.
242249,0061056723,Watcher,"""Nebula-award-winning author Charles Grant delivers a chilling dark fantasy novel based on White Wolf's bestselling role-playing game."" There is fresh blood in the dirt. Something is stalking people in the hills of Tennessee. Something that watches-then kills. It could only be a rogue Garou. If he is caught by humans, the secret of the 13 Tribes will be exposed. To stop him, the Garou must send one of their own; the lone wolf known as Silent Strider."
242250,0746015070,Going on a Plane,The Tripp family enjoys traveling by plane.
242251,0671476246,The Crack in the Cosmic Egg,Challenging constructs of mind and reality.
242252,0688147380,"Sheila Rae, the Brave","Sheila Rae is not afraid of anything. She walks backwards with her eyes closed, steps on every crack, growls at stray dogs, and bares her teeth at stray cats. But when Sheila Rae becomes lost on the way home from school, it is her ""scaredy cat"" sister, Louise, who shows her a thing or two about bravery and sibling love."
