,ISBN,Book_Title,Description,sentiment_score_neg,sentiment_score_neu,sentiment_score_pos,sentiment_score_compound,sentiment_type
250,0142001740,The Secret Life of Bees,"The multi-million bestselling novel about a young girl's journey towards healing and the transforming power of love, from the award-winning author of The Invention of Wings and The Book of Longings Set in South Carolina in 1964, The Secret Life of Bees tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lily's fierce-hearted Black ""stand-in mother,"" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina—a town that holds the secret to her mother's past. Taken in by an eccentric trio of Black beekeeping sisters, Lily is introduced to their mesmerizing world of bees and honey, and the Black Madonna. This is a remarkable novel about divine female power, a story that women will share and pass on to their daughters for years to come.",0.063,0.793,0.144,0.8957,1
251,0312995423,Digital Fortress,"A former National Security Agency programmer threatens to release a mathematical formula that will allow organized crime and terrorism to skyrocket, unless the code-breaking computer that is used to keep them in check but that violates civil rights is not exposed to the public. Reissue.",0.218,0.695,0.087,-0.8324,1
252,0380704587,Ladies of Missalonghi,"Sometimes fairy toles can come true-even for plain,shy spinsters like Missy Wright. Neither as pretty as cousin Alicianor as domineering as mother Drusilla, she seems doomed to aquiet life of near poverty at Missalonghi, her family's pitifullysmall homestead in Australia's Blue Mountains. But It's a brandnew century-the twentieth-a time for new thoughts and boldnew actions. And Missy Wright is about to set every self-righteous tongue in the town of Byron wagging. Because she hasjust set her sights on a mysterious, mistrusted and unsuspectingstranger ... who just might be Prince-Charming in disguise.",0.096,0.886,0.018,-0.7441,1
253,0380815923,Blackberry Wine,"As a boy, writer Jay Mackintosh spent three golden summers in the ramshackle home of ""Jackapple Joe"" Cox. A lonely child, he found solace in Old Joe's simple wisdom and folk charms. The magic was lost, however, when Joe disappeared without warning one fall. Years later, Jay's life is stalled with regret and ennui. His bestselling novel, Jackapple Joe, was published ten years earlier and he has written nothing since. Impulsively, he decides to leave his urban life in London and, sight unseen, purchases a farmhouse in the remote French village of Lansquenet. There, in that strange and yet strangely familiar place, Jay hopes to re-create the magic of those golden childhood summers. And while the spirit of Joe is calling to him, it is actually a similarly haunted, reclusive woman who will ultimately help Jay find himself again.",0.138,0.749,0.113,-0.2415,1
254,038542471X,The Client,"#1 NEW YORK TIMES BEST SELLER • In a weedy lot on the outskirts of Memphis, two boys watch a shiny Lincoln pull up to the curb.... Eleven-year-old Mark Sway and his younger brother were sharing a forbidden cigarette when a chance encounter with a suicidal lawyer left Mark knowing a bloody and explosive secret: the whereabouts of the most sought-after dead body in America. Now Mark is caught between a legal system gone mad and a mob killer desperate to cover up his crime. And his only ally is a woman named Reggie Love, who has been a lawyer for all of four years. Prosecutors are willing to break all the rules to make Mark talk. The mob will stop at nothing to keep him quiet. And Reggie will do anything to protect her client—even take a last, desperate gamble that could win Mark his freedom... or cost them both their lives.",0.183,0.695,0.122,-0.8944,1
255,0425098109,Thieves of Light,A suburban teenager is taken by spacecraft to help fight in a war against an evil force.,0.443,0.447,0.11,-0.8481,1
256,0449207544,Proof,"When a typically perfect party at wine merchant Tony Beach's is brutally crashed, he finds himself caught in the terrifying midst of a mystery that begins with sham scotch and counterfeit claret and escalates to hijacking and murder....",0.167,0.694,0.139,-0.3182,1
257,0517577402,Mostly Harmless,"Raised on a planet at the remote edge of the universe, the daughter of Arthur Dent sets out on a transgalactic quest to find the planet of her ancestors",0.0,1.0,0.0,0.0,2
258,0590450875,I Spy,Rhyming verses ask readers to find hidden objects in the photographs.,0.0,1.0,0.0,0.0,2
260,0743411269,An Accidental Woman,"Barbara Delinsky brings back Poppy Blake, from her stunning New York Times bestseller Lake News, in this deeply moving novel of life's second chances and the accidents of fate that can set us free.... Lake Henry, New Hampshire, is buzzing over the annual maple syrup harvestŠas well as the shocking revelation that longtime resident Heather Malone has been led away by the FBI, which claims the devoted stepmother and businesswoman fled the scene of a fatal accident in California years before. Poppy Blake, her best friend, is determined to prove Heather's innocence, while facing past mistakes of her own: she has never overcome her guilt from the snowmobile accident that killed her partner and left her paralyzed. Playing an unlikely role in both women's lives is investigative journalist Griffin Hughes, whose attraction to Poppy keeps him coming back to Lake Henry, even though he is secretly responsible for drawing the law closer to Heather. To redeem himself, Griffin sets out to solve the mystery surrounding Heather and becomes the key to freeing Poppy from her own regrets and showing her a rich new future.",0.108,0.706,0.186,0.9245,1
261,0743470389,The Snow Garden,"When the death of a respected professor's wife reveals an illicit relationship between a student and his teacher, Atherton University becomes the scene of ever escalating intrigue, speculation, dark desires, fear, and violence. By the author of A Density of Souls. Reprint.",0.227,0.71,0.063,-0.8442,1
262,076218857X,The Doorbell Rang,Nero Wolfe comes up against the FBI when a wealthy woman engages him to investigate the reasons for the Bureau's interest in her.,0.0,0.717,0.283,0.7579,1
263,0767905938,A Year by the Sea,"The basis for the major motion picture of the same name. An entrancing memoir of how one woman's journey of self-discovery gave her the courage to persevere in re-creating her life. Life is a work in progress, as ever-changing as a sandy shoreline along the beach. During the years Joan Anderson was a loving wife and supportive mother, she had slowly and unconsciously replaced her own dreams with the needs of her family. With her sons grown, however, she realized that the family no longer centered on the home she provided, and her relationship with her husband had become stagnant. Like many women in her situation, Joan realized that she had neglected to nurture herself and, worse, to envision fulfilling goals for her future. As her husband received a wonderful job opportunity out-of-state, it seemed that the best part of her own life was finished. Shocking both of them, she refused to follow him to his new job and decided to retreat to a family cottage on Cape Cod. At first casting about for direction, Joan soon began to take pleasure in her surroundings and call on resources she didn't realize she had. Over the course of a year, she gradually discovered that her life as an ""unfinished woman"" was full of possibilities. Out of that magical, difficult, transformative year came A Year by the Sea, a record of her experiences and a treasury of wisdom for readers.",0.06,0.785,0.154,0.975,1
